Time	Subsystem	Information
1850-01-01 AM	Institution	Institution: ConstructionCompany
Owner: government Thatcher
Location: (0,0)
	
1850-01-01 AM	actions	aurlie Northrup and Eve Coley Heard at (x = 70, y = 63), 4:54:57 PM	
1850-01-01 AM	actions	aurlie Northrup and Eve Coley Talk at (x = 8, y = 28), 4:54:57 PM	
1850-01-01 AM	actions	aurlie Northrup and Eve Coley Heard at (x = 8, y = 28), 4:54:57 PM	
1850-01-01 AM	actions	Eve Coley and aurlie Northrup Heard at (x = 8, y = 28), 4:54:57 PM	
1850-01-01 AM	actions	Eve Coley and Eve Coley Talk at (x = 46, y = 66), 4:54:57 PM	
1850-01-01 AM	actions	Eve Coley and Eve Coley Heard at (x = 46, y = 66), 4:54:57 PM	
1850-01-01 AM	actions	Eve Coley and Eve Coley Heard at (x = 46, y = 66), 4:54:57 PM	
1850-01-01 AM	actions	aurlie Northrup and aurlie Northrup InstitutionHiring at (x = 21, y = 50), 4:54:57 PM	
1850-01-01 AM	actions	Eve Coley and Eve Coley Heard at (x = 85, y = 37), 4:54:57 PM	
1850-01-01 AM	actions	aurlie Northrup and aurlie Northrup ConstructInstitution at (x = 37, y = 72), 4:54:57 PM	
1850-01-01 AM	actions	Eve Coley and aurlie Northrup Death at (x = 97, y = 27), 4:54:57 PM	
1850-01-01 AM	actions	aurlie Northrup and aurlie Northrup Heard at (x = 43, y = 86), 4:54:57 PM	
1850-01-01 AM	actions	aurlie Northrup and aurlie Northrup GenerateInstitution at (x = 88, y = 71), 4:54:57 PM	
1850-01-01 AM	actions	aurlie Northrup and aurlie Northrup GenerateInstitution at (x = 22, y = 41), 4:54:57 PM	
1850-01-01 AM	actions	aurlie Northrup and aurlie Northrup Talk at (x = 22, y = 87), 4:54:57 PM	
1850-01-01 AM	actions	aurlie Northrup and aurlie Northrup Heard at (x = 22, y = 87), 4:54:57 PM	
1850-01-01 AM	actions	aurlie Northrup and aurlie Northrup Heard at (x = 22, y = 87), 4:54:57 PM	
1850-01-01 AM	actions	aurlie Northrup and aurlie Northrup Heard at (x = 18, y = 6), 4:54:57 PM	
1850-01-01 AM	actions	aurlie Northrup and aurlie Northrup InstitutionHiring at (x = 3, y = 80), 4:54:57 PM	
1850-01-01 AM	actions	aurlie Northrup and aurlie Northrup GenerateInstitution at (x = 38, y = 29), 4:54:57 PM	
1850-01-01 AM	actions	aurlie Northrup and aurlie Northrup Talk at (x = 64, y = 44), 4:54:57 PM	
1850-01-01 AM	actions	aurlie Northrup and aurlie Northrup Heard at (x = 64, y = 44), 4:54:57 PM	
1850-01-01 AM	actions	aurlie Northrup and aurlie Northrup Heard at (x = 64, y = 44), 4:54:57 PM	
1850-01-01 AM	actions	aurlie Northrup and aurlie Northrup InstitutionHiring at (x = 90, y = 1), 4:54:57 PM	
1850-01-01 AM	actions	aurlie Northrup and aurlie Northrup GenerateInstitution at (x = 22, y = 86), 4:54:57 PM	
1850-01-01 AM	actions	aurlie Northrup and aurlie Northrup GenerateInstitution at (x = 61, y = 1), 4:54:57 PM	
1850-01-01 AM	actions	aurlie Northrup and aurlie Northrup Heard at (x = 85, y = 31), 4:54:58 PM	
1850-01-01 AM	actions	aurlie Northrup and aurlie Northrup ConstructInstitution at (x = 28, y = 98), 4:54:58 PM	
1850-01-01 AM	actions	aurlie Northrup and aurlie Northrup Talk at (x = 46, y = 38), 4:54:58 PM	
1850-01-01 AM	actions	aurlie Northrup and aurlie Northrup Heard at (x = 46, y = 38), 4:54:58 PM	
1850-01-01 AM	actions	aurlie Northrup and aurlie Northrup Heard at (x = 46, y = 38), 4:54:58 PM	
1850-01-01 AM	actions	aurlie Northrup and aurlie Northrup InstitutionHiring at (x = 85, y = 67), 4:54:58 PM	
1850-01-01 AM	actions	aurlie Northrup and aurlie Northrup InstitutionHiring at (x = 57, y = 15), 4:54:58 PM	
1850-01-01 AM	actions	aurlie Northrup and aurlie Northrup Heard at (x = 98, y = 17), 4:54:58 PM	
1850-01-01 AM	actions	aurlie Northrup and aurlie Northrup ConstructInstitution at (x = 72, y = 58), 4:54:58 PM	
1850-01-01 AM	actions	aurlie Northrup and aurlie Northrup GenerateInstitution at (x = 50, y = 44), 4:54:58 PM	
1850-01-01 AM	actions	aurlie Northrup and aurlie Northrup Talk at (x = 45, y = 59), 4:54:58 PM	
1850-01-01 AM	actions	aurlie Northrup and aurlie Northrup Heard at (x = 45, y = 59), 4:54:58 PM	
1850-01-01 AM	actions	aurlie Northrup and aurlie Northrup Heard at (x = 45, y = 59), 4:54:58 PM	
1850-01-01 AM	actions	aurlie Northrup and aurlie Northrup Talk at (x = 68, y = 21), 4:54:58 PM	
1850-01-01 AM	actions	aurlie Northrup and aurlie Northrup Heard at (x = 68, y = 21), 4:54:58 PM	
1850-01-01 AM	actions	aurlie Northrup and aurlie Northrup Heard at (x = 68, y = 21), 4:54:58 PM	
1850-01-01 AM	actions	aurlie Northrup and aurlie Northrup GenerateInstitution at (x = 32, y = 60), 4:54:58 PM	
1850-01-01 AM	actions	aurlie Northrup and aurlie Northrup ConstructInstitution at (x = 49, y = 51), 4:54:58 PM	
1850-01-01 AM	actions	aurlie Northrup and aurlie Northrup InstitutionHiring at (x = 7, y = 61), 4:54:58 PM	
1850-01-01 AM	actions	aurlie Northrup and aurlie Northrup ConstructInstitution at (x = 95, y = 20), 4:54:58 PM	
1850-01-01 AM	actions	aurlie Northrup and aurlie Northrup Death at (x = 13, y = 72), 4:54:58 PM	
